target,text,nltk_clean_text,spacy_clean_text
0,@xoxoHelenHilton Yep  You know my PTE exam? They asked like everything I didn't know. Stupid Exam!,yep know pte exam asked like everything didnt know stupid exam,yep know pte exam ask like not know stupid exam
0,@MichaelEdwards0: virus dedected on your last link ,virus dedected last link,virus dedecte link
1,@Leanne0710 well shes pretty cool fs so aye am ur ,well shes pretty cool f aye ur,s pretty cool fs aye ur
0,some annoying drunk guy keeps puttin on late or almost late bets putting obscure amounts on ,annoying drunk guy keep puttin late almost late bet putting obscure amount,annoying drunk guy keep puttin late late bet put obscure amount
1,I'm holding Audrey (mine and Erica's bean bag thing) ,im holding audrey mine erica bean bag thing,m hold audrey ericas bean bag thing
1,anyone ever see that series 'life after people' on history channel? very cool ,anyone ever see series life people history channel cool,series life people history channel cool
1,"@witenike that's awesome, hope you enjoy the game! ",thats awesome hope enjoy game,s awesome hope enjoy game
1,relaxing b4 I meet my good friends Marlene &amp; James to celebrate a promotion &amp; a retirement - happy for both ,relaxing b4 meet good friend marlene amp james celebrate promotion amp retirement happy,relax b meet good friend marlene amp james celebrate promotion amp retirement happy
1,Yay i got an offer for a currogate mother!  how exciting ahhh,yay got offer currogate mother exciting ahhh,yay get offer currogate mother exciting ahhh
1,"@officialBN Heey brandon  So, I wrote sel a letter and forgot to give it to her yesterday.. so.. if u could tell her that'd be awesome. ",heey brandon wrote sel letter forgot give yesterday u could tell thatd awesome,heey brandon write sel letter forget yesterday u tell d awesome
1,@Delilahsgh when i saw your profile I couldn't help my self but to follow ,saw profile couldnt help self follow,see profile not help self follow
1,@DanielAlarcon Flog you some of my unused Kmart exercise books! ,flog unused kmart exercise book,flog unused kmart exercise book
0,Whatt??my cousin was right Lucas Till deleted his twitter :/ how will i ever meet him now?? ,whattmy cousin right lucas till deleted twitter ever meet,whattmy cousin right lucas till delete twitter meet
0,ahhh school horibble im have no finals left yet i still have to be here... ,ahhh school horibble im final left yet still,ahhh school horibble m final leave
0,@TimmydelaCruz lolz I miss the Philippines and it's odd quirks ,lolz miss philippine odd quirk,lolz miss philippines odd quirk
1,@bwJen thanks  i've found a lot of complicated advice out there and i just want to break it down for the rest of us,thanks ive found lot complicated advice want break rest u,thank ve find lot complicated advice want break rest
1,"@raytoro How are you,today? ",youtoday,youtoday
1,@mileycyrus hey miley  where are you going?,hey miley going,hey miley go
0,I FEEL SAD CAUSE I LOVE SOMEONE WHO DON`T LOVE ME..... I SO SAD ,feel sad cause love someone don`t love sad,feel sad cause love don`t love sad
0,@jarrodsgirl what? ,,
0,Charlie won't go to bed  really playing up ,charlie wont go bed really playing,charlie will not bed play
1,Was just alerted that a competitor in tonight's Air Sex Competition @ the Alamo Ritz is using one of my songs. Very proud moment for me. ,alerted competitor tonight air sex competition alamo ritz using one song proud moment,alert competitor tonight air sex competition alamo ritz song proud moment
1,eekk finally going to bedd! ,eekk finally going bedd,eekk finally go bedd
0,@millyreyes follow her shes lonelyyyy ,follow shes lonelyyyy,follow s lonelyyyy
0,is crying away over marley and me  so sad,cry away marley sad,cry away marley sad
0,"#WT20 How is kumble as a commentator? I am on cricinfo, so no clue ",kumble commentator cricinfo clue,kumble commentator cricinfo clue
0,JUST heard about the passing of Mitsuharu Misawa during a live event...how terribly sad  My thoughts and prayers to the family!,heard passing mitsuharu misawa live eventhow terribly sad thought prayer family,hear pass mitsuharu misawa live eventhow terribly sad thought prayer family
1,@ajazing much rather have done that but can't renew license online with address change  thanks for tha heads up ,much rather done cant renew license online address change thanks tha head,not renew license online address change thank tha head
0,so freaky bored  arm is starting to hurt Dx,freaky bored arm starting hurt dx,freaky bore arm start hurt dx
1,@Mitchelmusso congrats!! ,congrats,congrat
0,Bloody motherboard has died  no computer till i can get a new one! Im so sad,bloody motherboard died computer till get new one im sad,bloody motherboard die computer till new m sad
0,"@shamecca Lol now that's bored! But I was kicking it with a bonnie lass, watching autopsy shows, and fell asleep. Nothing interesting ",lol thats bored kicking bonnie lass watching autopsy show fell asleep nothing interesting,lol s bore kick bonnie lass watch autopsy show fall asleep interesting
0,@PostGay I asked last time and you never answered. ,asked last time never answered,ask time answer
0,i really wanna know who's supporting TBS noww  they post blogs like 20 times a day and it keeps exciting me for nothing!,really wanna know who supporting tb noww post blog like 20 time day keep exciting nothing,wanna know s support tbs noww post blog like time day keep excite
0,@home emotionally tired ,emotionally tired,emotionally tired
1,going outt.....   no point on being stuck inside on this laptop...   enjoy the sunshinee....  ,going outt point stuck inside laptop enjoy sunshinee,go outt point stick inside laptop enjoy sunshinee
0,"@kimsweet Wait for July, love. ",wait july love,wait july love
1,thinking i am going to go fix some brownies   they sound yummy!,thinking going go fix brownie sound yummy,think go fix brownie sound yummy
1,@mgrierson Weekend Working Girls should get a present! Anything I can get you from Vienna to Infocomm? ,weekend working girl get present anything get vienna infocomm,weekend working girl present vienna infocomm
0,@sudieraeEp It is this saturday on the 27th. We are going friday and sunday since they sold out early  http://bit.ly/BX0xt,saturday 27th going friday sunday since sold early,saturday th go friday sunday sell early
1,had a totally epic conversation with at the Grotto just now ,totally epic conversation grotto,totally epic conversation grotto
1,"@iamjersey your future wife? That's easy, i'm right here ",future wife thats easy im right,future wife s easy m right
1,"@BecaBear Damnation. ok. well, you keep the boys entertained ;-) and I'll join in when I get home ",damnation ok well keep boy entertained ill join get home,damnation ok boy entertain ill join home
1,@Phee78 woo hoo - what a great package ,woo hoo great package,woo hoo great package
0,Bus bus bus bus... Hurry up!  cold.,bus bus bus bus hurry cold,bus bus bus bus hurry cold
1,hello twitteratis! hope you all are doing well. american idol finale tommorrow. will see if i can borrow eyeliner from adam lambert ,hello twitteratis hope well american idol finale tommorrow see borrow eyeliner adam lambert,hello twitteratis hope american idol finale tommorrow borrow eyeliner adam lambert
1,trying to find people to follow     &gt;.&gt;           &lt;.&lt;,trying find people follow gtgt ltlt,try find people follow gtgt ltlt
0,"Everton being linked with more players I've never heard of it seems...and nice weather today, not ",everton linked player ive never heard seemsand nice weather today,everton link player ve hear seemsand nice weather today
1,i had a VERY productive day today.  pssssssh. the rainy weather TOTALLY convinced me to go out and not sleep the day away...),productive day today pssssssh rainy weather totally convinced go sleep day away,productive day today pssssssh rainy weather totally convince sleep day away
0,dentist's worst enemy: backpain! ,dentist worst enemy backpain,dentist bad enemy backpain
0,hopes the twits at work have fun binge drinking and such like. No such luck for moi. ,hope twit work fun binge drinking like luck moi,hope twit work fun binge drinking like luck moi
1,"@dougleddon @daniseaton ok guys, I need alot of sugar and caffeine to get me through the weekends at the yellow box  ",ok guy need alot sugar caffeine get weekend yellow box,ok guy need alot sugar caffeine weekend yellow box
1,@hookedonwinter  always down for a beer!    After I move though... i have a feeling it is going to take a while... ,always beer move though feeling going take,beer feeling go
1,@Kayel11 oh yeah! Congratulations !! ,oh yeah congratulation,oh yeah congratulation
1,Friends or GossipGirl ? i like both  Rachel+Serena ,friend gossipgirl like rachelserena,friend gossipgirl like rachelserena
0,"have just shot a rat, inside where the rabbits are .. it was a BIG and FED rat.. ",shot rat inside rabbit big fed rat,shoot rat inside rabbit big fed rat
0,@guivalerio wish I'd been out drinking and not in hospital  or at least in hospital because of drinking lol,wish id drinking hospital least hospital drinking lol,wish d drinking hospital hospital drink lol
0,"I'm back from a week of illness, anyone ever had a Nasal infection??? NOT FUN. ",im back week illness anyone ever nasal infection fun,m week illness nasal infection fun
0,my mum came back with 3 stitches on her hand  @goodboygonebad @allyourmums,mum came back 3 stitch hand,mum come stitch hand
1,mission accomplished ,mission accomplished,mission accomplish
0,@LondonDiva Yiikes did you think so? I've not found him funny in years ,yiikes think ive found funny year,yiike think ve find funny year
1,"Just got back from Maracus, bake and shark went down great ",got back maracus bake shark went great,get maracus bake shark go great
0,"@deltabelle No, I want to, but I should probably wait until after tomorrow ",want probably wait tomorrow,want probably wait tomorrow
0,"got four miles done this morning, garden burger for lunch... not looking forward to work ",got four mile done morning garden burger lunch looking forward work,get mile morning garden burger lunch look forward work
1,Whoops I meant to put  not D.,whoop meant put,whoops mean d
0,good morning i just wake up and today is an awsom day..but i have to study ,good morning wake today awsom daybut study,good morning wake today awsom daybut study
0,@aidanmacmahon I know. It really does suck ,know really suck,know suck
0,My brain can't hold the amount of maths things I need to pass this stinking exam ,brain cant hold amount math thing need pas stinking exam,brain not hold math thing need pass stink exam
0,Eating breakfast. Don't assume SMS works when roaming ,eating breakfast dont assume sm work roaming,eat breakfast not assume sms work roam
1,@Shontelle_Layne ah its 1:1 :o Chelsea 2 win ,_layne ah 11 chelsea 2 win,layne ah o chelsea win
0,Yippieee.....work is done for Monday at least... off 2 school ,yippieeework done monday least 2 school,yippieeework monday school
1,#followfriday @weirdralph @Tepherguy @GetBenderNow @ShannonGraham1 @Ericatwitts  #interesting and/or #funny  - more later ,andor later,andor later
1,@buckhollywood first person I ever followed on twitter. ,first person ever followed twitter,person follow twitter
1,http://bit.ly/IQPPD  with video ,video,video
0,@Tylomichael i have your lighter you left it here last night. No cigarettes though ,lighter left last night cigarette though,light leave night cigarette
1,"@tomagreen thank you Tom, hope your well ",thank tom hope well,thank tom hope
1,@Somna Get a BMW! They beat Prius in gas mileage and as the &quot;ultimate driving experience&quot; come with a dildo for the glovebox!  Ask Liz!,get bmw beat prius gas mileage quotultimate driving experiencequot come dildo glovebox ask liz,bmw beat prius gas mileage quotultimate drive experiencequot come dildo glovebox ask liz
0,The line to the bathroom is so long ,line bathroom long,line bathroom long
1,@vtmaroon7 Ever been to the antiques roadshow? My favorite show ,ever antique roadshow favorite show,antique roadshow favorite
1,"Actually made progress somehow today. Got the app working with the two dbs, works in specs when I ripped out fixtures n put in machinist ",actually made progress somehow today got app working two db work spec ripped fixture n put machinist,actually progress today get app work dbs work spec rip fixture n machinist
0,@babygirlparis Hope everyone in LA is well and safe   x,hope everyone la well safe x,hope la safe x
0,@severitt That's SO exciting. I want one so bad but I don't even have the right service to get one.  Time for a switch? haha.,thats exciting want one bad dont even right service get one time switch haha,s exciting want bad not right service time switch haha
1,is extremely unimpressed by the &quot;jalice pregnancy story&quot;    T_T Although holly seems to find it funny so ne'mind  xxx,extremely unimpressed quotjalice pregnancy storyquot t_t although holly seems find funny nemind xxx,extremely unimpressed quotjalice pregnancy storyquot t_t holly find funny nemind xxx
1,yay first day of the weekday of SUMMER! ,yay first day weekday summer,yay day weekday summer
0,@AngMoGirl I can't find him anymore. ,cant find anymore,not find anymore
1,"@Krundlicious the only theme is &quot;wow, @Rundle is surrounded by pink.&quot; ",theme quotwow surrounded pinkquot,theme quotwow surround pinkquot
0,"Facebook, why don't you want to work? ",facebook dont want work,facebook not want work
1,"sunny day, sunny outlook ",sunny day sunny outlook,sunny day sunny outlook
0,@MrObat2an I really am srry ,really srry,srry
0,i HATE being sick  i feel lke cruddd,hate sick feel lke cruddd,hate sick feel lke cruddd
0,dealing with excess paperwork means no #pcatl for this one ,dealing excess paperwork mean one,deal excess paperwork mean
0,@natsecular  but you can still celebrate not being a mom.,still celebrate mom,celebrate mom
0,just heard that mama bucedi made that creamy chicken alfredo i LOVE &amp; i ain't there to eat the leftovers with jon right now. fml!  haha.,heard mama bucedi made creamy chicken alfredo love amp aint eat leftover jon right fml haha,hear mama bucedi creamy chicken alfredo love amp be not eat leftover jon right fml haha
0,TGIF!!!  so my hubby can relax!!  It's crazy hot outside though ,tgif hubby relax crazy hot outside though,tgif hubby relax crazy hot outside
1,says using Google Calendar to organize my day  http://plurk.com/p/z60zk,say using google calendar organize day,say google calendar organize day
0,enjoying coffee. sunday and rain. ho hum so much for outdoor ride ,enjoying coffee sunday rain ho hum much outdoor ride,enjoy coffee sunday rain ho hum outdoor ride
1,I'm preparing for a day of &quot;girl&quot; shopping. I had to buy foundation garments for my soon to be 8 year-old today  She is excited ,im preparing day quotgirlquot shopping buy foundation garment soon 8 yearold today excited,m prepare day quotgirlquot shopping buy foundation garment soon yearold today excited
1,I love camp fires in the back yard ,love camp fire back yard,love camp fire yard
1,Awesome group  http://bit.ly/s7D91 Repost this tweet for me Please!!!;,awesome group repost tweet please,awesome group repost tweet
0,@skittlelipsmack i know.sucks.i didn't see you dismissal! ,knowsucksi didnt see dismissal,knowsucksi not dismissal
1,I'm thinking screw Coney Island and more like Sweet Lorraines for some Avacado Crab Cakes w/ Sweet Potato Fries ,im thinking screw coney island like sweet lorraine avacado crab cake w sweet potato fry,m think screw coney island like sweet lorraines avacado crab cakes w sweet potato fries
0,"I feel like chicago has turned into Seattle, where is the Sun, it's June 17th and I still don't have a tan ",feel like chicago turned seattle sun june 17th still dont tan,feel like chicago turn seattle sun june th not tan
1,@PerezHilton if you google &quot;amazeballs&quot; you already find more than 2400 topics... great ,google quotamazeballsquot already find 2400 topic great,google quotamazeballsquot find topic great
0," i feel bad for nick, cuz nuggest is about to loseee! ..",feel bad nick cuz nuggest loseee,feel bad nick cuz nugg loseee
1,Me and bj are moving to new york  im kidnapping you @taylorxtrauma and your coming with us. Anyone else like to join? ,bj moving new york im kidnapping coming u anyone else like join,bj move new york m kidnap come like join
1,night tweeps  have a good monday! (like that could ever happen) xoxoxo',night tweeps good monday like could ever happen xoxoxo,night tweep good monday like happen xoxoxo
1,"@genevate - Wednesday,  630 am. Nuf said ",wednesday 630 nuf said,wednesday nuf say
0,Massive headache . . . . it hurts ,massive headache hurt,massive headache hurt
1,@TotalGirlph your june ish rocks! nothing could top your mag off my must-haves list ,june ish rock nothing could top mag musthaves list,june ish rock mag musthave list
1,Shopping for brunch in the pouring rain. I love my gf's. Can't wait to see you today  #fb,shopping brunch pouring rain love gfs cant wait see today,shop brunch pour rain love gfs not wait today
0,"@bec_batty Sorry about that  but happens to us all at times ! Yes, even us. lol",_batty sorry happens u time yes even u lol,batty sorry happen times yes lol
0,@shandi_archie gosh.. David at #3!!?? http://bit.ly/PmvRY   but haha #3 is good enough tho,_archie gosh david haha good enough tho,archie gosh david haha good tho
0,where is my cameraaaa? ,cameraaaa,cameraaaa
0,I haven't been this bored in years ,havent bored year,not bored year
0,i would be watching CI but i don't like the new ones that much their not the same ,would watching ci dont like new one much,watch ci not like new one
1,@MrRathbone Hey i'm listening to Robot Timberwolves right now..   See U R just crazy talented.. No need to stress really.... U R awesome!,hey im listening robot timberwolves right see u r crazy talented need stress really u r awesome,hey m listen robot timberwolves right u r crazy talented need stress u r awesome
0,I wish I were going to borough market  might go to bury market for some pescatarian fun!,wish going borough market might go bury market pescatarian fun,wish go borough market bury market pescatarian fun
0,"i can't stand this weather, it's almost the 4th of july and their hasnt been one hot day since i got back from vaca  fucking new england",cant stand weather almost 4th july hasnt one hot day since got back vaca fucking new england,not stand weather th july not hot day get vaca fucking new england
1,"@StephanieEllen I hate bed making, I much prefer just sleeping in them ",hate bed making much prefer sleeping,hate bed make prefer sleep
0,"@LiverpoolMich :o I was hoping you wouldn't notice  but seriously, thats shit. Alright day, went out for a snooker game, thats about it...",hoping wouldnt notice seriously thats shit alright day went snooker game thats,o hope not notice seriously s shit alright day go snooker game s
0,@stephmccall What a shame that is  but theyre showin it tomorrow at 9 on MTV!!!!,shame theyre showin tomorrow 9 mtv,shame showin tomorrow mtv
0,had a really long day.......almost 11 hrs.....now tired and can't sleep  so doing the twitter thing LOL for the 1st time,really long dayalmost 11 hrsnow tired cant sleep twitter thing lol 1st time,long dayalmost hrsnow tired not sleep twitter thing lol st time
0,http://twitpic.com/7v2jm - we just need ONE eggg ,need one eggg,need eggg
1,learning basic Spanish conversation on YouTube. ,learning basic spanish conversation youtube,learn basic spanish conversation youtube
0,@bharathy_99: I'd prefer the Honda Jazz if alone the price tag was feasible. ,_99 id prefer honda jazz alone price tag feasible,d prefer honda jazz price tag feasible
1,@knauticus lol k goodnight ,lol k goodnight,lol k goodnight
0,jurassic park. I wanna go to the art show!  let's go tomorrow...?,jurassic park wanna go art show let go tomorrow,jurassic park wanna art let tomorrow
1,@patticanflyy coool  whats your fav song by mcfly then?,coool whats fav song mcfly,coool s fav song mcfly
0,"@Rachael_93 I don't usually, this morning's different  It's not a bad one but it's a headache all the same!",_93 dont usually morning different bad one headache,not usually morning different bad headache
0,our quiz in math is so hard: converting measurements and english system. its like i only answered 15 out of 20. soo sad ,quiz math hard converting measurement english system like answered 15 20 soo sad,quiz math hard convert measurement english system like answer soo sad
1,"@Kendra_09_JB lol, Kendra , your name is one of the trending topics of the day ",_09_jb lol kendra name one trending topic day,jb lol kendra trend topic day
1,work work work and then pizza! i love cinna sticks ,work work work pizza love cinna stick,work work work pizza love cinna stick
0,So very tired ,tired,tired
0,@blacklondon sorry for your headache ,sorry headache,sorry headache
1,been out of commission this morning - computer was uber slow at the anchor desk! but i'm back... in full effect  how's everyone doing??,commission morning computer uber slow anchor desk im back full effect hows everyone,commission morning computer uber slow anchor desk m effect s
0,Looking like the #pens are going to loose tonight.  Which means tonight is a bust.  ,looking like going loose tonight mean tonight bust,look like go loose tonight mean tonight bust
1,@rfwatson second that. First time I've been on real tenterhooks about the results. Sign of the times or have I finally grown up ,second first time ive real tenterhook result sign time finally grown,second time ve real tenterhook result sign time finally grow
1,"@mikkadinah good morning, mikka.  my dog got me up at 6am.  This could be the start of something good.",good morning mikka dog got 6am could start something good,good morning mikka dog get start good
0,"@hardik Hey, did you manage to make a FB page of Mumbai tweetups yet? I haven't seen a single pic ",hey manage make fb page mumbai tweetups yet havent seen single pic,hey manage fb page mumbai tweetup not see single pic
0,"oh no, i have mono AGAIN    ... this is so horrible...  im so sick of being sickk",oh mono horrible im sick sickk,oh mono horrible m sick sickk
1,FIXED MAH ACCCOOOUUUSTTICC! ,fixed mah acccooouuustticc,fixed mah acccooouuustticc
0,@thejessicadrake YOUR WELCOME!! Even though I dont have cable. Sorry Im missing it I dont watch much TV. So So Sorry 4 missing it ,welcome even though dont cable sorry im missing dont watch much tv sorry 4 missing,welcome not cable sorry m miss not watch tv sorry miss
0,I didn't end up going to the gym yesterday.. cause my new allgery medicin made me sleepy. ,didnt end going gym yesterday cause new allgery medicin made sleepy,not end go gym yesterday cause new allgery medicin sleepy
0,Heading to the gym.  Can't find my water jug. ,heading gym cant find water jug,head gym not find water jug
1,Working it out! ,working,work
1,@strangeangel I parry that with this http://bit.ly/Dij2h  2 ridiculously amazing things in an otherwise sucky day ,parry 2 ridiculously amazing thing otherwise sucky day,parry ridiculously amazing thing sucky day
1,It's 9 am and @mjfender isn't here yet ,9 isnt yet,not
0,Me 2 damn I jus woke up frm a nap ,2 damn jus woke frm nap,damn ju wake frm nap
0,"sorry about the crows,hate getting beat by port! ",sorry crowshate getting beat port,sorry crowshate getting beat port
1,choosing boat shoes for U  ,choosing boat shoe u,choose boat shoe u
0,Sunburnt and fever  not a good combo,sunburnt fever good combo,sunburnt fever good combo
1,"Wondering when WEEDS will start again?  Must be soon, huh?  ",wondering weed start must soon huh,wonder weeds start soon huh
1,"@stefni_boo thank u, u sweet gurl  xoxo love ya!!",_boo thank u u sweet gurl xoxo love ya,boo thank u u sweet gurl xoxo love ya
0,misses all my friends.. and suprising.. misses school too! i hate swine flu precautions.. even if you dotn have it ,miss friend suprising miss school hate swine flu precaution even dotn,miss friend suprise miss school hate swine flu precaution dotn
0,Ouch again!   Bye Twitter.  ,ouch bye twitter,ouch bye twitter
1,@Pink thats because we love you Pink!!! Cant wait to see your show on Tuesday!! Your amazing!! lots of love  xoxo,thats love pink cant wait see show tuesday amazing lot love xoxo,s love pink not wait tuesday amazing lot love xoxo
0,i am sooooo tired ,sooooo tired,sooooo tired
1,"rugby today in the lovely sunshine,oh yes ",rugby today lovely sunshineoh yes,rugby today lovely sunshineoh yes
1,@ChelseyKae I think we need to start our own website. www.freeinslc.com So Tuesday we're going to a comedy show then? ,think need start website wwwfreeinslccom tuesday going comedy show,think need start website wwwfreeinslccom tuesday go comedy
1,OMG I love the new song by the Jonas Brothers called Paranoid  luv it!!!!,omg love new song jonas brother called paranoid luv,omg love new song jonas brothers call paranoid luv
0,chillin like a villian in da crib!!!!! Bored and wish i had someone to talk to  Even a hello. ,chillin like villian da crib bored wish someone talk even hello,chillin like villian da crib bored wish talk hello
0,Bored. Again. Wish I was going to @Jonasbrothers next Friday in Boise ,bored wish going next friday boise,bored wish go friday boise
0,Yeah.  I'ma delete it and redownload when I get home. See if that helps. Le sigh lol. And you aint watchin true blood already?! =o,yeah ima delete redownload get home see help le sigh lol aint watchin true blood already,yeah m delete redownload home help le sigh lol be not watchin true blood o
1,"@bigbelbess aha, just beat you to that, minus the ska though, may just indulge ",aha beat minus ska though may indulge,aha beat minus ska indulge
0,FML! got my hair cut...I'm not too proud of it...it's like a shorter version it was to begin with. ,fml got hair cutim proud itits like shorter version begin,fml get hair cutim proud itit like short version begin
0,@hannahlovesatl i love you &amp; miss you too!!!  let me know if you get this,love amp miss let know get,love amp miss let know
1,mj just called.  my week has been made!!! I miss my cuz so much.,mj called week made miss cuz much,mj call week miss cuz
0,I dunno what to do...I'm not really born to chill ,dunno doim really born chill,dunno doim bear chill
1,@dances you're very welcome. ,youre welcome,welcome
0,@gab61321 thank you for an amazing weekend - you're my fave person to hang out with! @jaimiemorrison is going to be so lucky next month ,thank amazing weekend youre fave person hang going lucky next month,thank amazing weekend fave person hang go lucky month
0,Firefox using over 700+MB memory now again  http://bit.ly/Q7KAA,firefox using 700mb memory,firefox mb memory
1,@Haehl watch the end of my videos and you will se why it will never change   http://bit.ly/9763c,watch end video se never change,watch end video se change
1,@BUTCH_LEAKE Morning Dear ,_leake morning dear,leake morning dear
1,@MegieLouWho Hey how r u?? Just wanted 2 c if u could help me out with some more music 4 a Long road trip 2 OBX! Thanx ,hey r u wanted 2 c u could help music 4 long road trip 2 obx thanx,hey r u want c u help music long road trip obx thanx
1,@ericas032 blech. staying with my &quot;daughter&quot; at work all weekend! gettin faded tho  suuch a good mommy. what u doin?,blech staying quotdaughterquot work weekend gettin faded tho suuch good mommy u doin,blech stay quotdaughterquot work weekend gettin fade tho suuch good mommy u doin
1,Photo: @copymatt well hello 139Â 139Â 139Â 139Â 139Â 139  http://tumblr.com/xzb224q96,photo well hello 139 139 139 139 139 139,photo hello
1,Done with haircuts... Home to kiss the boif and take a nap... Work at the 2nd job in about 45 til close. But life really is too good ,done haircut home kiss boif take nap work 2nd job 45 til close life really good,haircut home kiss boif nap work nd job til close life good
0,"Thunderstorms yesterday, more on the way. Looks like I won't be online much again today.  HAPPY FATHER'S DAY",thunderstorm yesterday way look like wont online much today happy father day,thunderstorm yesterday way look like will not online today happy fathers day
0,"im in work AGAIN cant wait to go home , still feel funny from my migraine i had last night !! ",im work cant wait go home still feel funny migraine last night,m work not wait home feel funny migraine night
1,k bedtime  goodnight loves ,k bedtime goodnight love,k bedtime goodnight love
0,@michaelstewart I Have tried a few locations.  will keep trying tomorrow as i am about town.  thanks for your help.  I think I give up! ,tried location keep trying tomorrow town thanks help think give,try location try tomorrow town thank help think
1,hooraaaay for giant blisters on my feet. ,hooraaaay giant blister foot,hooraaaay giant blister foot
0,@zalpz   What happened?  Who's dog was he?  Pobresito.,happened who dog pobresito,happen s dog pobresito
1,redecorating my living quarters... feels so earthy and beautiful... yay for thrift stores in the morning! ,redecorating living quarter feel earthy beautiful yay thrift store morning,redecorate living quarter feel earthy beautiful yay thrift store morning
1,@officialTila OOH LET ME SEE ,ooh let see,ooh let
1,1 day till Mitchel Musso's Cd! Im soo Excited! and 15 days til Jonas Brothers Cd! im soo excited for both ,1 day till mitchel mussos cd im soo excited 15 day til jonas brother cd im soo excited,day till mitchel mussos cd m soo excited day til jonas brothers cd m soo excited
1,@EvilNanny Except Mother Teresa of coure!  ,except mother teresa coure,mother teresa coure
0,the heat makes me cranky ,heat make cranky,heat make cranky
1,back in nyc.  hanging with @ErikaEMyers ,back nyc hanging,nyc hang
0,Ummm well that was all about power   Why the SH ever wanted to remove the maul is beyond me.,ummm well power sh ever wanted remove maul beyond,ummm power sh want remove maul
1,"@Bones_Fans Oh, be still my heart. ",_fans oh still heart,fan oh heart
1,"@mamitamala buenos dias! yah, i heard about that... esta cubano, y radical under that sweet sounding exterior ",buenos dia yah heard esta cubano radical sweet sounding exterior,bueno dias yah hear esta cubano y radical sweet sound exterior
1,6 hours away from the computer. rest for my eyes.  half a day off. ,6 hour away computer rest eye half day,hour away computer rest eye half day
0,"@The_Nobby Yeah, that's an issue too.  ",_nobby yeah thats issue,nobby yeah s issue
0,@SweetTuffT tia I sent a text out for a job open house...its @ 7 they are hiring on the spot if u need a job 4 summa so I can't see kira ,tia sent text job open houseits 7 hiring spot u need job 4 summa cant see kira,tia send text job open houseit hire spot u need job summa not kira
0,"not even 4 more weeks in the US, I'm sooooo sad!  I don't wanna leave!!!",even 4 week u im sooooo sad dont wanna leave,week m sooooo sad not wanna leave
0,@_hayles cheapest i'm finding atm are like over a grand. dang  unless i marry a rich man in the next month it aint gunna happen,_hayles cheapest im finding atm like grand dang unless marry rich man next month aint gunna happen,hayle cheapest m find atm like grand dang marry rich man month be not gunna happen
1,@AnthonyCallea must have been a Nutella kind of day today. I did just that myself   Hope the studio stuff is going well! xox,must nutella kind day today hope studio stuff going well xox,nutella kind day today hope studio stuff go xox
1,@missmei Oh my god - how very selfish of him! I'm pretty fabby hacktually. Bank Holiday soon yeay ,oh god selfish im pretty fabby hacktually bank holiday soon yeay,oh god selfish m pretty fabby hacktually bank holiday soon yeay
1,really want p!nk to @reply to me =(  . concert was sooo sooo sooo good last night ,really want pnk concert sooo sooo sooo good last night,want pnk concert sooo sooo sooo good night
0,@DJRighteous that sucks. That's my lunch money. If I lost it my gf would beat me. Just like my momma used to......with a frying pan ,suck thats lunch money lost gf would beat like momma used towith frying pan,suck s lunch money lose gf beat like momma towith fry pan
1,Watching my other baby and the puppy. ,watching baby puppy,watch baby puppy
0,Back in the cage after weekend of freedom on the bookcase.  Sigh   Oh well....ooo....millet!!,back cage weekend freedom bookcase sigh oh wellooomillet,cage weekend freedom bookcase sigh oh wellooomillet
1,@MrAdamLambert yay and ur 4given...jkjkjk u dnt have 2 say sry ,yay ur 4givenjkjkjk u dnt 2 say sry,yay ur givenjkjkjk u dnt sry
0,"Using recycled materials in a project, and environmentally friendly paints. in #Singapore, very hard to certify that I get what I ordered ",using recycled material project environmentally friendly paint hard certify get ordered,recycle material project environmentally friendly paint hard certify order
0,3 hours till SD. longest trip ever. Never again. Ate a salad n pasta at dinner n couldn't even finish my pasta. ,3 hour till sd longest trip ever never ate salad n pasta dinner n couldnt even finish pasta,hour till sd long trip eat salad n pasta dinner n not finish pasta
0,"@Asfaq yeah well i turned up at like 12:30pm...so yeah, i guess you have a point ",yeah well turned like 1230pmso yeah guess point,yeah turn like pmso yeah guess point
0,@besz haven't integrated it yet to my theme  I'll let you know!,havent integrated yet theme ill let know,not integrate theme ill let know
0,@Caroleharry Unfortunately my histories aren't in the public domain...yet! I hope to have them on a website soon but sadly not at the mo ,unfortunately history arent public domainyet hope website soon sadly mo,unfortunately history not public domainyet hope website soon sadly mo
1,@kiteman1 Na I got work experience ,na got work experience,na get work experience
0,Going back to my least favorite place in the world ,going back least favorite place world,go favorite place world
1,I love this game. 5-0 Mets!!  I'm a very happy girl.,love game 50 mets im happy girl,love game mets m happy girl
0,Summer school tm  but it will still be summer to me!!,summer school tm still summer,summer school tm summer
1,@shelbyreanee Yay! Thank you! ,yay thank,yay thank
1,Great day with Troop 199!  A great bunch of Scouts. Home shower and my own bed tomorrow ,great day troop 199 great bunch scout home shower bed tomorrow,great day troop great bunch scouts home shower bed tomorrow
1,@scarlatescu &amp; @viorelspinu &amp; open coffee friends - have fun @ opengrill! Greetings from beautiful China ,amp amp open coffee friend fun opengrill greeting beautiful china,amp amp open coffee friend fun opengrill greeting beautiful china
